element,sp_num,obs_wl_air(nm),ritz_wl_air(nm),unc_ritz_wl,intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,
O,1,"=""""","=""989.1647""","=""""","=""""","=""1.08e+06""",C+,"=""97488.378""","=""107595.147""","=""2s2.2p3.(4S*).3d""","=""3D*""","=""1""","=""2s2.2p3.(4S*).7f""","=""3F""","=""2""",,"=""T5713LS""","=""""",
O,1,"=""""","=""989.1715""","=""""","=""""","=""1.14e+06""",C+,"=""97488.448""","=""107595.147""","=""2s2.2p3.(4S*).3d""","=""3D*""","=""2""","=""2s2.2p3.(4S*).7f""","=""3F""","=""3""",,"=""T5713LS""","=""""",
O,1,"=""""","=""989.1715""","=""""","=""""","=""2.00e+05""",C+,"=""97488.448""","=""107595.147""","=""2s2.2p3.(4S*).3d""","=""3D*""","=""2""","=""2s2.2p3.(4S*).7f""","=""3F""","=""2""",,"=""T5713LS""","=""""",
O,1,"=""""","=""989.1803""","=""""","=""""","=""1.28e+06""",C+,"=""97488.538""","=""107595.147""","=""2s2.2p3.(4S*).3d""","=""3D*""","=""3""","=""2s2.2p3.(4S*).7f""","=""3F""","=""4""",,"=""T5713LS""","=""""",
O,1,"=""""","=""989.1803""","=""""","=""""","=""1.43e+05""",C+,"=""97488.538""","=""107595.147""","=""2s2.2p3.(4S*).3d""","=""3D*""","=""3""","=""2s2.2p3.(4S*).7f""","=""3F""","=""3""",,"=""T5713LS""","=""""",
O,1,"=""""","=""989.1803""","=""""","=""""","=""5.63e+03""",C,"=""97488.538""","=""107595.147""","=""2s2.2p3.(4S*).3d""","=""3D*""","=""3""","=""2s2.2p3.(4S*).7f""","=""3F""","=""2""",,"=""T5713LS""","=""""",
O,2,"=""989.416""","=""989.422""","=""""","=""4""","=""""",,"=""255689.939""","=""265794.08""","=""2s2.2p2.(3P).4f D""","=""2[3]*""","=""5/2""","=""2s2.2p2.(3P<1>).5g""","=""2[4]""","=""7/2""",,"=""""","=""L6336""",
O,2,"=""989.559""","=""989.554""","=""""","=""4""","=""""",,"=""255691.346""","=""265794.14""","=""2s2.2p2.(3P).4f D""","=""2[3]*""","=""7/2""","=""2s2.2p2.(3P<1>).5g""","=""2[4]""","=""9/2""",,"=""""","=""L6336""",
O,2,"=""990.130""","=""990.131""","=""""","=""8*""","=""""",,"=""275842.14""","=""285939.05""","=""2s2.2p2.(1D).4f G""","=""2[4]*""","=""9/2""","=""2s2.2p2.(1D<2>).5g""","=""2[5]""","=""11/2""",,"=""""","=""L6336""",
O,2,"=""990.130""","=""990.131""","=""""","=""8*""","=""""",,"=""275842.14""","=""285939.05""","=""2s2.2p2.(1D).4f G""","=""2[4]*""","=""9/2""","=""2s2.2p2.(1D<2>).5g""","=""2[5]""","=""9/2""",,"=""""","=""L6336""",
O,2,"=""990.130""","=""990.131""","=""""","=""8*""","=""""",,"=""275842.14""","=""285939.05""","=""2s2.2p2.(1D).4f G""","=""2[4]*""","=""7/2""","=""2s2.2p2.(1D<2>).5g""","=""2[5]""","=""9/2""",,"=""""","=""L6336""",
O,2,"=""""","=""990.339""","=""""","=""""","=""""",,"=""255897.59""","=""265992.37""","=""2s2.2p2.(3P).4d""","=""2D""","=""5/2""","=""2s2.2p2.(3P).5f F""","=""2[3]*""","=""5/2""",,"=""""","=""L11267""",
O,2,"=""990.346""","=""990.345""","=""""","=""10""","=""""",,"=""255897.59""","=""265992.31""","=""2s2.2p2.(3P).4d""","=""2D""","=""5/2""","=""2s2.2p2.(3P).5f F""","=""2[3]*""","=""7/2""",,"=""""","=""L10621""",
O,2,"=""""","=""990.706""","=""""","=""""","=""1.06e+07""",C,"=""248515.30""","=""258606.35""","=""2s2.2p2.(3P).4p""","=""2P*""","=""3/2""","=""2s2.2p2.(3P).5s""","=""2P""","=""3/2""",,"=""T5723LS""","=""""",
O,1,"=""990.905""","=""990.9050+""","=""""","=""120""","=""""",,"=""113298.320""","=""123387.339""","=""2s2.2p3.(2D*).3p""","=""3D""","=""1""","=""2s2.2p3.(2D*<3/2>).3d""","=""3P*""","=""0""",,"=""""","=""L3760""",
O,2,"=""992.995""","=""992.994""","=""""","=""12*""","=""""",,"=""255912.32""","=""265980.11""","=""2s2.2p2.(3P).4f D""","=""2[1]*""","=""3/2""","=""2s2.2p2.(3P<2>).5g""","=""2[2]""","=""5/2""",,"=""""","=""L6336""",
O,2,"=""992.995""","=""992.999""","=""""","=""12*""","=""""",,"=""255912.37""","=""265980.11""","=""2s2.2p2.(3P).4f D""","=""2[1]*""","=""1/2""","=""2s2.2p2.(3P<2>).5g""","=""2[2]""","=""3/2""",,"=""""","=""L6336""",
O,4,"=""""","=""993.210""","=""""","=""""","=""1.32e+05""",C+,"=""596512.4""","=""606578""","=""2s.2p.(3P*).4f""","=""4D""","=""3/2""","=""2p2.(3P).3p""","=""4P*""","=""3/2""",,"=""T5109LS""","=""""",
O,2,"=""993.349""","=""993.355""","=""""","=""4""","=""""",,"=""255756.131""","=""265820.27""","=""2s2.2p2.(3P).4f G""","=""2[3]*""","=""5/2""","=""2s2.2p2.(3P<1>).5g""","=""2[3]""","=""5/2""",,"=""""","=""L6336""",
O,2,"=""""","=""993.627""","=""""","=""""","=""""",,"=""265820.27""","=""275881.65""","=""2s2.2p2.(3P<1>).5g""","=""2[3]""","=""5/2""","=""2s2.2p2.(1D).4f F""","=""2[3]*""","=""7/2""",,"=""""","=""L11267""",
O,2,"=""993.646""","=""993.646""","=""""","=""4""","=""""",,"=""265820.46""","=""275881.65""","=""2s2.2p2.(3P<1>).5g""","=""2[3]""","=""7/2""","=""2s2.2p2.(1D).4f F""","=""2[3]*""","=""7/2""",,"=""""","=""L6336""",
O,1,"=""993.698""","=""993.6983+""","=""""","=""140""","=""""",,"=""113294.854""","=""123355.512""","=""2s2.2p3.(2D*).3p""","=""3D""","=""2""","=""2s2.2p3.(2D*<3/2>).3d""","=""3P*""","=""1""",,"=""""","=""L3760""",
O,2,"=""993.794""","=""993.794""","=""""","=""6*""","=""""",,"=""275881.65""","=""285941.34""","=""2s2.2p2.(1D).4f F""","=""2[3]*""","=""7/2""","=""2s2.2p2.(1D<2>).5g""","=""2[4]""","=""9/2""",,"=""""","=""L6336""",
O,2,"=""993.794""","=""993.794""","=""""","=""6*""","=""""",,"=""275881.65""","=""285941.34""","=""2s2.2p2.(1D).4f F""","=""2[3]*""","=""7/2""","=""2s2.2p2.(1D<2>).5g""","=""2[4]""","=""7/2""",,"=""""","=""L6336""",
O,2,"=""993.794""","=""993.794""","=""""","=""6*""","=""""",,"=""275881.65""","=""285941.34""","=""2s2.2p2.(1D).4f F""","=""2[3]*""","=""5/2""","=""2s2.2p2.(1D<2>).5g""","=""2[4]""","=""7/2""",,"=""""","=""L6336""",
O,1,"=""994.041""","=""994.0408+""","=""""","=""120""","=""""",,"=""113298.320""","=""123355.512""","=""2s2.2p3.(2D*).3p""","=""3D""","=""1""","=""2s2.2p3.(2D*<3/2>).3d""","=""3P*""","=""1""",,"=""""","=""L3760""",
O,2,"=""995.076""","=""995.081""","=""""","=""5""","=""""",,"=""255977.481""","=""266024.16""","=""2s2.2p2.(3P).4f G""","=""2[5]*""","=""11/2""","=""2s2.2p2.(3P<2>).5g""","=""2[5]""","=""11/2""",,"=""""","=""L6336""",
O,2,"=""995.673""","=""995.686""","=""""","=""5""","=""""",,"=""255983.584""","=""266024.16""","=""2s2.2p2.(3P).4f G""","=""2[5]*""","=""9/2""","=""2s2.2p2.(3P<2>).5g""","=""2[5]""","=""9/2""",,"=""""","=""L6336""",
O,2,"=""995.947""","=""995.946""","=""""","=""11""","=""""",,"=""255756.131""","=""265794.08""","=""2s2.2p2.(3P).4f G""","=""2[3]*""","=""5/2""","=""2s2.2p2.(3P<1>).5g""","=""2[4]""","=""7/2""",,"=""""","=""L6336""",
O,2,"=""996.262""","=""996.263""","=""""","=""12""","=""""",,"=""255759.384""","=""265794.14""","=""2s2.2p2.(3P).4f G""","=""2[3]*""","=""7/2""","=""2s2.2p2.(3P<1>).5g""","=""2[4]""","=""9/2""",,"=""""","=""L6336""",
O,4,"=""""","=""997.969""","=""""","=""""","=""2.04e+05""",C+,"=""596512.4""","=""606530""","=""2s.2p.(3P*).4f""","=""4D""","=""3/2""","=""2p2.(3P).3p""","=""4P*""","=""1/2""",,"=""T5109LS""","=""""",
O,2,"=""998.243""","=""998.243""","=""""","=""14""","=""""",,"=""255977.481""","=""265992.34""","=""2s2.2p2.(3P).4f G""","=""2[5]*""","=""11/2""","=""2s2.2p2.(3P<2>).5g""","=""2[6]""","=""13/2""",,"=""""","=""L6336""",
O,2,"=""""","=""998.246""","=""""","=""""","=""""",,"=""255977.481""","=""265992.31""","=""2s2.2p2.(3P).4f G""","=""2[5]*""","=""11/2""","=""2s2.2p2.(3P<2>).5g""","=""2[6]""","=""11/2""",,"=""""","=""L11267""",
O,4,"=""""","=""998.548""","=""""","=""""","=""2.03e+04""",C+,"=""596566.2""","=""606578""","=""2s.2p.(3P*).4f""","=""4D""","=""1/2""","=""2p2.(3P).3p""","=""4P*""","=""3/2""",,"=""T5109LS""","=""""",
O,2,"=""998.854""","=""998.854""","=""""","=""13""","=""""",,"=""255983.584""","=""265992.31""","=""2s2.2p2.(3P).4f G""","=""2[5]*""","=""9/2""","=""2s2.2p2.(3P<2>).5g""","=""2[6]""","=""11/2""",,"=""""","=""L6336""",
O,2,"=""998.974""","=""998.972""","=""""","=""10""","=""""",,"=""255812.728""","=""265820.27""","=""2s2.2p2.(3P).4f D""","=""2[2]*""","=""3/2""","=""2s2.2p2.(3P<1>).5g""","=""2[3]""","=""5/2""",,"=""""","=""L6336""",
O,2,"=""999.027""","=""999.008""","=""""","=""13bl*""","=""""",,"=""255689.939""","=""265697.13""","=""2s2.2p2.(3P).4f D""","=""2[3]*""","=""5/2""","=""2s2.2p2.(3P<0>).5g""","=""2[4]""","=""7/2""",,"=""""","=""L6336""",
O,2,"=""999.027""","=""999.028""","=""""","=""13bl*""","=""""",,"=""255813.472""","=""265820.46""","=""2s2.2p2.(3P).4f D""","=""2[2]*""","=""5/2""","=""2s2.2p2.(3P<1>).5g""","=""2[3]""","=""7/2""",,"=""""","=""L6336""",
O,2,"=""""","=""999.047""","=""""","=""""","=""""",,"=""255813.472""","=""265820.27""","=""2s2.2p2.(3P).4f D""","=""2[2]*""","=""5/2""","=""2s2.2p2.(3P<1>).5g""","=""2[3]""","=""5/2""",,"=""""","=""L11267""",
O,2,"=""999.144""","=""999.148""","=""""","=""12""","=""""",,"=""255691.346""","=""265697.13""","=""2s2.2p2.(3P).4f D""","=""2[3]*""","=""7/2""","=""2s2.2p2.(3P<0>).5g""","=""2[4]""","=""9/2""",,"=""""","=""L6336""",
O,1,"=""999.531""","=""999.5299+""","=""""","=""160""","=""""",,"=""113294.816""","=""123296.777""","=""2s2.2p3.(2D*).3p""","=""3D""","=""3""","=""2s2.2p3.(2D*<3/2>).3d""","=""3P*""","=""2""",,"=""""","=""L3760""",
O,2,"=""1000.889""","=""1000.887""","=""""","=""14""","=""""",,"=""255827.657""","=""265816.06""","=""2s2.2p2.(3P).4f G""","=""2[4]*""","=""9/2""","=""2s2.2p2.(3P<1>).5g""","=""2[5]""","=""11/2""",,"=""""","=""L6336""",
O,2,"=""1001.087""","=""1001.087""","=""""","=""13""","=""""",,"=""255829.58""","=""265815.98""","=""2s2.2p2.(3P).4f G""","=""2[4]*""","=""7/2""","=""2s2.2p2.(3P<1>).5g""","=""2[5]""","=""9/2""",,"=""""","=""L6336""",
O,2,"=""""","=""1001.243""","=""""","=""""","=""8.19e+06""",C,"=""248426.41""","=""258411.26""","=""2s2.2p2.(3P).4p""","=""2P*""","=""1/2""","=""2s2.2p2.(3P).5s""","=""2P""","=""1/2""",,"=""T5723LS""","=""""",
O,2,"=""1003.289""","=""1003.288""","=""""","=""4""","=""""",,"=""255829.58""","=""265794.08""","=""2s2.2p2.(3P).4f G""","=""2[4]*""","=""7/2""","=""2s2.2p2.(3P<1>).5g""","=""2[4]""","=""7/2""",,"=""""","=""L6336""",
O,4,"=""""","=""1003.36""","=""""","=""""","=""2.00e+05""",C+,"=""596566.2""","=""606530""","=""2s.2p.(3P*).4f""","=""4D""","=""1/2""","=""2p2.(3P).3p""","=""4P*""","=""1/2""",,"=""T5109LS""","=""""",
O,2,"=""1005.654""","=""1005.659""","=""""","=""4""","=""""",,"=""255756.131""","=""265697.13""","=""2s2.2p2.(3P).4f G""","=""2[3]*""","=""5/2""","=""2s2.2p2.(3P<0>).5g""","=""2[4]""","=""7/2""",,"=""""","=""L6336""",
O,2,"=""1006.008""","=""1005.989""","=""""","=""4""","=""""",,"=""255759.384""","=""265697.13""","=""2s2.2p2.(3P).4f G""","=""2[3]*""","=""7/2""","=""2s2.2p2.(3P<0>).5g""","=""2[4]""","=""9/2""",,"=""""","=""L6336""",
O,2,"=""1007.380""","=""1007.382""","=""""","=""10""","=""""",,"=""256083.604""","=""266007.60""","=""2s2.2p2.(3P).4f F""","=""2[2]*""","=""3/2""","=""2s2.2p2.(3P<2>).5g""","=""2[3]""","=""5/2""",,"=""""","=""L6336""",
O,2,"=""1007.795""","=""1007.791""","=""""","=""11""","=""""",,"=""256087.746""","=""266007.72""","=""2s2.2p2.(3P).4f F""","=""2[2]*""","=""5/2""","=""2s2.2p2.(3P<2>).5g""","=""2[3]""","=""7/2""",,"=""""","=""L6336""",
O,2,"=""""","=""1007.803""","=""""","=""""","=""""",,"=""256087.746""","=""266007.60""","=""2s2.2p2.(3P).4f F""","=""2[2]*""","=""5/2""","=""2s2.2p2.(3P<2>).5g""","=""2[3]""","=""5/2""",,"=""""","=""L11267""",
O,2,"=""1009.748""","=""1009.729""","=""""","=""4""","=""""",,"=""256123.231""","=""266024.16""","=""2s2.2p2.(3P).4f F""","=""2[3]*""","=""7/2""","=""2s2.2p2.(3P<2>).5g""","=""2[5]""","=""9/2""",,"=""""","=""L6336""",
O,2,"=""1009.858""","=""1009.858""","=""""","=""11""","=""""",,"=""256123.231""","=""266022.90""","=""2s2.2p2.(3P).4f F""","=""2[3]*""","=""7/2""","=""2s2.2p2.(3P<2>).5g""","=""2[4]""","=""9/2""",,"=""""","=""L6336""",
O,2,"=""1010.119""","=""1010.119""","=""""","=""11""","=""""",,"=""256125.785""","=""266022.90""","=""2s2.2p2.(3P).4f F""","=""2[3]*""","=""5/2""","=""2s2.2p2.(3P<2>).5g""","=""2[4]""","=""7/2""",,"=""""","=""L6336""",
O,2,"=""1010.172""","=""1010.181""","=""""","=""3""","=""""",,"=""256083.604""","=""265980.11""","=""2s2.2p2.(3P).4f F""","=""2[2]*""","=""3/2""","=""2s2.2p2.(3P<2>).5g""","=""2[2]""","=""5/2""",,"=""""","=""L6336""",
O,2,"=""""","=""1010.236""","=""""","=""""","=""3.99e+06""",C,"=""248515.30""","=""258411.26""","=""2s2.2p2.(3P).4p""","=""2P*""","=""3/2""","=""2s2.2p2.(3P).5s""","=""2P""","=""1/2""",,"=""T5723LS""","=""""",
O,2,"=""1010.610""","=""1010.604""","=""""","=""4""","=""""",,"=""256087.746""","=""265980.11""","=""2s2.2p2.(3P).4f F""","=""2[2]*""","=""5/2""","=""2s2.2p2.(3P<2>).5g""","=""2[2]""","=""5/2""",,"=""""","=""L6336""",
O,2,"=""1010.763""","=""1010.758""","=""""","=""10*""","=""""",,"=""276109.46""","=""286000.31""","=""2s2.2p2.(1D).4f H""","=""2[5]*""","=""9/2""","=""2s2.2p2.(1D<2>).5g""","=""2[6]""","=""11/2""",,"=""""","=""L6336""",
O,2,"=""1010.763""","=""1010.767""","=""""","=""10*""","=""""",,"=""276109.54""","=""286000.31""","=""2s2.2p2.(1D).4f H""","=""2[5]*""","=""11/2""","=""2s2.2p2.(1D<2>).5g""","=""2[6]""","=""13/2""",,"=""""","=""L6336""",
O,2,"=""1010.763""","=""1010.767""","=""""","=""10*""","=""""",,"=""276109.54""","=""286000.31""","=""2s2.2p2.(1D).4f H""","=""2[5]*""","=""11/2""","=""2s2.2p2.(1D<2>).5g""","=""2[6]""","=""11/2""",,"=""""","=""L6336""",
O,2,"=""1011.037""","=""1011.037""","=""""","=""13""","=""""",,"=""256136.036""","=""266024.16""","=""2s2.2p2.(3P).4f F""","=""2[4]*""","=""9/2""","=""2s2.2p2.(3P<2>).5g""","=""2[5]""","=""11/2""",,"=""""","=""L6336""",
O,2,"=""1011.399""","=""1011.409""","=""""","=""4""","=""""",,"=""256123.231""","=""266007.72""","=""2s2.2p2.(3P).4f F""","=""2[3]*""","=""7/2""","=""2s2.2p2.(3P<2>).5g""","=""2[3]""","=""7/2""",,"=""""","=""L6336""",
O,2,"=""1011.690""","=""1011.683""","=""""","=""4""","=""""",,"=""256125.785""","=""266007.60""","=""2s2.2p2.(3P).4f F""","=""2[3]*""","=""5/2""","=""2s2.2p2.(3P<2>).5g""","=""2[3]""","=""5/2""",,"=""""","=""L6336""",
O,2,"=""1011.770""","=""1011.769""","=""""","=""11""","=""""",,"=""256143.187""","=""266024.16""","=""2s2.2p2.(3P).4f F""","=""2[4]*""","=""7/2""","=""2s2.2p2.(3P<2>).5g""","=""2[5]""","=""9/2""",,"=""""","=""L6336""",
O,3,"=""""","=""1011.874""","=""""","=""""","=""3.37e+07""",B,"=""370902.22""","=""380782.17""","=""2s2.2p.(2P*).4p""","=""1D""","=""2""","=""2s2.2p.(2P*).4d""","=""1F*""","=""3""",,"=""T5376""","=""""",
O,2,"=""1011.895""","=""1011.898""","=""""","=""4""","=""""",,"=""256143.187""","=""266022.90""","=""2s2.2p2.(3P).4f F""","=""2[4]*""","=""7/2""","=""2s2.2p2.(3P<2>).5g""","=""2[4]""","=""7/2""",,"=""""","=""L6336""",
O,1,"=""""","=""1016.7256""","=""""","=""""","=""3.61e+02""",C,"=""76794.978""","=""86627.778""","=""2s2.2p3.(4S*).3s""","=""3S*""","=""1""","=""2s2.2p3.(4S*).3p""","=""5P""","=""2""",,"=""T5986""","=""""",
O,2,"=""1016.756""","=""1016.759""","=""""","=""4""","=""""",,"=""255983.584""","=""265816.06""","=""2s2.2p2.(3P).4f G""","=""2[5]*""","=""9/2""","=""2s2.2p2.(3P<1>).5g""","=""2[5]""","=""11/2""",,"=""""","=""L6336""",
O,1,"=""""","=""1016.9346""","=""""","=""""","=""1.97e+02""",C,"=""76794.978""","=""86625.757""","=""2s2.2p3.(4S*).3s""","=""3S*""","=""1""","=""2s2.2p3.(4S*).3p""","=""5P""","=""1""",,"=""T5986""","=""""",
O,3,"=""""","=""1025.134""","=""""","=""""","=""1.15e+07""",C+,"=""356736.30""","=""366488.45""","=""2s2.2p.(2P*).4s""","=""3P*""","=""0""","=""2s2.2p.(2P*).4p""","=""3D""","=""1""",,"=""T5376LS""","=""""",
O,3,"=""""","=""1025.278""","=""""","=""""","=""1.55e+07""",C+,"=""356844.98""","=""366595.76""","=""2s2.2p.(2P*).4s""","=""3P*""","=""1""","=""2s2.2p.(2P*).4p""","=""3D""","=""2""",,"=""T5376LS""","=""""",
O,2,"=""1026.760""","=""1026.764""","=""""","=""4""","=""""",,"=""256083.604""","=""265820.27""","=""2s2.2p2.(3P).4f F""","=""2[2]*""","=""3/2""","=""2s2.2p2.(3P<1>).5g""","=""2[3]""","=""5/2""",,"=""""","=""L6336""",
O,2,"=""1027.185""","=""1027.181""","=""""","=""5""","=""""",,"=""256087.746""","=""265820.46""","=""2s2.2p2.(3P).4f F""","=""2[2]*""","=""5/2""","=""2s2.2p2.(3P<1>).5g""","=""2[3]""","=""7/2""",,"=""""","=""L6336""",
O,3,"=""""","=""1032.177""","=""""","=""""","=""2.03e+07""",C+,"=""357117.01""","=""366802.62""","=""2s2.2p.(2P*).4s""","=""3P*""","=""2""","=""2s2.2p.(2P*).4p""","=""3D""","=""3""",,"=""T5376LS""","=""""",
O,2,"=""1032.766""","=""1032.772""","=""""","=""3""","=""""",,"=""256136.036""","=""265816.06""","=""2s2.2p2.(3P).4f F""","=""2[4]*""","=""9/2""","=""2s2.2p2.(3P<1>).5g""","=""2[5]""","=""11/2""",,"=""""","=""L6336""",
O,3,"=""""","=""1036.687""","=""""","=""""","=""8.34e+06""",C+,"=""356844.98""","=""366488.45""","=""2s2.2p.(2P*).4s""","=""3P*""","=""1""","=""2s2.2p.(2P*).4p""","=""3D""","=""1""",,"=""T5376LS""","=""""",
O,1,"=""1042.118""","=""1042.1177+""","=""""","=""120bl""","=""""",,"=""113204.445""","=""122797.661""","=""2s2.2p3.(2D*).3p""","=""1P""","=""1""","=""2s2.2p3.(2D*<3/2>).4s""","=""1D*""","=""2""",,"=""""","=""L3760""",
O,2,"=""1044.222""","=""1044.220""","=""""","=""3""","=""""",,"=""256123.231""","=""265697.13""","=""2s2.2p2.(3P).4f F""","=""2[3]*""","=""7/2""","=""2s2.2p2.(3P<0>).5g""","=""2[4]""","=""9/2""",,"=""""","=""L6336""",
O,2,"=""1044.507""","=""1044.499""","=""""","=""3""","=""""",,"=""256125.785""","=""265697.13""","=""2s2.2p2.(3P).4f F""","=""2[3]*""","=""5/2""","=""2s2.2p2.(3P<0>).5g""","=""2[4]""","=""7/2""",,"=""""","=""L6336""",
O,3,"=""""","=""1054.702""","=""""","=""""","=""4.75e+06""",C+,"=""357117.01""","=""366595.76""","=""2s2.2p.(2P*).4s""","=""3P*""","=""2""","=""2s2.2p.(2P*).4p""","=""3D""","=""2""",,"=""T5376LS""","=""""",
O,2,"=""""","=""1064.137""","=""""","=""""","=""1.91e+05""",D,"=""245768.37""","=""255163.08""","=""2s2.2p2.(3P).4p""","=""4D*""","=""1/2""","=""2s2.2p2.(3P).4d""","=""4P""","=""1/2""",,"=""T5723LS""","=""""",
O,2,"=""""","=""1066.484""","=""""","=""""","=""1.89e+04""",D,"=""245768.37""","=""255142.41""","=""2s2.2p2.(3P).4p""","=""4D*""","=""1/2""","=""2s2.2p2.(3P).4d""","=""4P""","=""3/2""",,"=""T5723LS""","=""""",
O,3,"=""""","=""1066.780""","=""""","=""""","=""5.10e+05""",C+,"=""357117.01""","=""366488.45""","=""2s2.2p.(2P*).4s""","=""3P*""","=""2""","=""2s2.2p.(2P*).4p""","=""3D""","=""1""",,"=""T5376LS""","=""""",
O,1,"=""""","=""1067.5668""","=""""","=""""","=""2.37e+06""",C+,"=""97420.630""","=""106785.160""","=""2s2.2p3.(4S*).3d""","=""5D*""","=""4""","=""2s2.2p3.(4S*).6f""","=""5F""","=""5""",,"=""T5713LS""","=""""",
O,1,"=""""","=""1067.5668""","=""""","=""""","=""3.95e+05""",C+,"=""97420.630""","=""106785.160""","=""2s2.2p3.(4S*).3d""","=""5D*""","=""4""","=""2s2.2p3.(4S*).6f""","=""5F""","=""4""",,"=""T5713LS""","=""""",
O,1,"=""""","=""1067.5668""","=""""","=""""","=""3.39e+04""",C+,"=""97420.630""","=""106785.160""","=""2s2.2p3.(4S*).3d""","=""5D*""","=""4""","=""2s2.2p3.(4S*).6f""","=""5F""","=""3""",,"=""T5713LS""","=""""",
O,1,"=""""","=""1067.5766""","=""""","=""""","=""1.98e+06""",C+,"=""97420.716""","=""106785.160""","=""2s2.2p3.(4S*).3d""","=""5D*""","=""3""","=""2s2.2p3.(4S*).6f""","=""5F""","=""4""",,"=""T5713LS""","=""""",
O,1,"=""""","=""1067.5766""","=""""","=""""","=""7.12e+05""",C+,"=""97420.716""","=""106785.160""","=""2s2.2p3.(4S*).3d""","=""5D*""","=""3""","=""2s2.2p3.(4S*).6f""","=""5F""","=""3""",,"=""T5713LS""","=""""",
O,1,"=""""","=""1067.5766""","=""""","=""""","=""9.49e+04""",C+,"=""97420.716""","=""106785.160""","=""2s2.2p3.(4S*).3d""","=""5D*""","=""3""","=""2s2.2p3.(4S*).6f""","=""5F""","=""2""",,"=""T5713LS""","=""""",
O,1,"=""""","=""1067.5906""","=""""","=""""","=""1.63e+06""",C+,"=""97420.839""","=""106785.160""","=""2s2.2p3.(4S*).3d""","=""5D*""","=""2""","=""2s2.2p3.(4S*).6f""","=""5F""","=""3""",,"=""T5713LS""","=""""",
O,1,"=""""","=""1067.5906""","=""""","=""""","=""9.49e+05""",C+,"=""97420.839""","=""106785.160""","=""2s2.2p3.(4S*).3d""","=""5D*""","=""2""","=""2s2.2p3.(4S*).6f""","=""5F""","=""2""",,"=""T5713LS""","=""""",
O,1,"=""""","=""1067.5906""","=""""","=""""","=""1.58e+05""",C+,"=""97420.839""","=""106785.160""","=""2s2.2p3.(4S*).3d""","=""5D*""","=""2""","=""2s2.2p3.(4S*).6f""","=""5F""","=""1""",,"=""T5713LS""","=""""",
O,1,"=""""","=""1067.6023""","=""""","=""""","=""1.33e+06""",C+,"=""97420.942""","=""106785.160""","=""2s2.2p3.(4S*).3d""","=""5D*""","=""1""","=""2s2.2p3.(4S*).6f""","=""5F""","=""2""",,"=""T5713LS""","=""""",
O,1,"=""""","=""1067.6023""","=""""","=""""","=""1.11e+06""",C+,"=""97420.942""","=""106785.160""","=""2s2.2p3.(4S*).3d""","=""5D*""","=""1""","=""2s2.2p3.(4S*).6f""","=""5F""","=""1""",,"=""T5713LS""","=""""",
O,1,"=""""","=""1067.6079""","=""""","=""""","=""1.11e+06""",C+,"=""97420.991""","=""106785.160""","=""2s2.2p3.(4S*).3d""","=""5D*""","=""0""","=""2s2.2p3.(4S*).6f""","=""5F""","=""1""",,"=""T5713LS""","=""""",
O,2,"=""""","=""1069.640""","=""""","=""""","=""1.88e+05""",D,"=""245816.70""","=""255163.08""","=""2s2.2p2.(3P).4p""","=""4D*""","=""3/2""","=""2s2.2p2.(3P).4d""","=""4P""","=""1/2""",,"=""T5723LS""","=""""",
O,2,"=""""","=""1072.011""","=""""","=""""","=""1.19e+05""",D,"=""245816.70""","=""255142.41""","=""2s2.2p2.(3P).4p""","=""4D*""","=""3/2""","=""2s2.2p2.(3P).4d""","=""4P""","=""3/2""",,"=""T5723LS""","=""""",
O,1,"=""""","=""1075.3417""","=""""","=""""","=""1.91e+06""",C+,"=""97488.378""","=""106785.201""","=""2s2.2p3.(4S*).3d""","=""3D*""","=""1""","=""2s2.2p3.(4S*).6f""","=""3F""","=""2""",,"=""T5713LS""","=""""",
O,1,"=""""","=""1075.3498""","=""""","=""""","=""2.02e+06""",C+,"=""97488.448""","=""106785.201""","=""2s2.2p3.(4S*).3d""","=""3D*""","=""2""","=""2s2.2p3.(4S*).6f""","=""3F""","=""3""",,"=""T5713LS""","=""""",
O,1,"=""""","=""1075.3498""","=""""","=""""","=""3.55e+05""",C+,"=""97488.448""","=""106785.201""","=""2s2.2p3.(4S*).3d""","=""3D*""","=""2""","=""2s2.2p3.(4S*).6f""","=""3F""","=""2""",,"=""T5713LS""","=""""",
O,1,"=""""","=""1075.3602""","=""""","=""""","=""2.28e+06""",C+,"=""97488.538""","=""106785.201""","=""2s2.2p3.(4S*).3d""","=""3D*""","=""3""","=""2s2.2p3.(4S*).6f""","=""3F""","=""4""",,"=""T5713LS""","=""""",
O,1,"=""""","=""1075.3602""","=""""","=""""","=""2.54e+05""",C+,"=""97488.538""","=""106785.201""","=""2s2.2p3.(4S*).3d""","=""3D*""","=""3""","=""2s2.2p3.(4S*).6f""","=""3F""","=""3""",,"=""T5713LS""","=""""",
O,1,"=""""","=""1075.3602""","=""""","=""""","=""1.00e+04""",C+,"=""97488.538""","=""106785.201""","=""2s2.2p3.(4S*).3d""","=""3D*""","=""3""","=""2s2.2p3.(4S*).6f""","=""3F""","=""2""",,"=""T5713LS""","=""""",
